_id,author,theme,title
63bf7cd728ff38edfcbc520e,Terrance Hayes,Death,American Sonnet for My Past and Future Assassin [Any day now you will have the ability to feed the name]
63bf7cd728ff38edfcbc520f,Allison Benis White,Death,from Please Bury Me in This [I am writing to you...]
63bf7cd728ff38edfcbc5210,Allison Benis White,Death,from Please Bury Me in This [In the museum of sadness...]
63bf7cd728ff38edfcbc5211,Bill Knott,Death,The Day After My Father’s Death
63bf7cd728ff38edfcbc5212,Kim Dower,Death,"He said I wrote about death,"
63bf7cd728ff38edfcbc5213,Khaty Xiong,Death,In Mother’s Garden
63bf7cd728ff38edfcbc5214,Eugenia Leigh,Death,This City
63bf7cd728ff38edfcbc5215,William Shakespeare,Death,Then let not winter&#039;s ragged hand deface (Sonnet 6)
63bf7cd728ff38edfcbc5216,Ann Fisher-Wirth,Death,Vicksburg National Military Park
63bf7cd728ff38edfcbc5217,Gary Soto,Death,A Walk through the Cemetery
63bf7cd728ff38edfcbc5218,Wilfred Owen,Death,Exposure
63bf7cd728ff38edfcbc5219,Rupert Brooke,Death,Fragment 
63bf7cd728ff38edfcbc521a,Melissa Range,Death,Negative Theology
63bf7cd728ff38edfcbc521b,Marie Ponsot,Death,"The Great Dead, Why Not, May Know"
63bf7cd728ff38edfcbc521c,Judson Mitcham,Death,Prayer
63bf7cd728ff38edfcbc521d,Paisley Rekdal,Death,Philip Larkin’s Koan
63bf7cd728ff38edfcbc521e,Kathryn  Nuernberger,Death,René Descartes and the Clockwork Girl
63bf7cd728ff38edfcbc521f,Monica Youn,Death,Interrogation of the Hanged Man
63bf7cd728ff38edfcbc5220,Mary Ruefle,Death,Please Read
63bf7cd728ff38edfcbc5221,Thylias Moss,Death,Spilled Sugar
63bf7cd728ff38edfcbc5222,Cecilia Llompart,Death,Omens
63bf7cd728ff38edfcbc5223,Angelina Weld Grimké,Death,To Joseph Lee 
63bf7cd728ff38edfcbc5224,Francisca Aguirre,Death,Farewell
63bf7cd728ff38edfcbc5225,Alice Notley,Death,The Wind
63bf7cd728ff38edfcbc5226,Ross Gay,Death,Bringing the Shovel Down
63bf7cd728ff38edfcbc5227,Donte Collins,Death,what the dead know by heart
63bf7cd728ff38edfcbc5228,Lynn Emanuel,Death,Homage to Dickinson 
63bf7cd728ff38edfcbc5229,Lynn Emanuel,Death,The Angels of the Resurrection 
63bf7cd728ff38edfcbc522a,Ben Mirov,Death,Voidcraft
63bf7cd728ff38edfcbc522b,Louise Bogan,Death,Medusa
63bf7cd728ff38edfcbc522c,Edna St. Vincent Millay,Death,Dirge Without Music
63bf7cd728ff38edfcbc522d,Judy Grahn,Death,A Woman Is Talking to Death
63bf7cd728ff38edfcbc522e,Juan Felipe Herrera,Death,Poem by Poem
63bf7cd728ff38edfcbc522f,Elizabeth Alexander,Death,One Week Later in the Strange
63bf7cd728ff38edfcbc5230,Elizabeth Alexander,Death,Autumn Passage
63bf7cd728ff38edfcbc5231,Mark Doty,Death,Charlie Howard’s Descent
63bf7cd728ff38edfcbc5232,Reginald Dwayne Betts,Death,For the City that Nearly Broke Me
63bf7cd728ff38edfcbc5233,Sonia Sanchez,Death,14 haiku
63bf7cd728ff38edfcbc5234,Solmaz Sharif,Death,Persistence of Vision: Televised Confession
63bf7cd728ff38edfcbc5235,Marilyn Chin,Death,Peony
63bf7cd728ff38edfcbc5236,Jorie Graham,Death,Reading to My Father
63bf7cd728ff38edfcbc5237,Charlotte Brontë,Death,On the Death of Emily Jane Brontë
63bf7cd728ff38edfcbc5238,Danez Smith,Death,juxtaposing the black boy &amp; the bullet
63bf7cd728ff38edfcbc5239,Rachel Eliza Griffiths,Death,Elegy
63bf7cd728ff38edfcbc523a,Martha Collins,Death,lynch
63bf7cd728ff38edfcbc523b,Philip Metres,Death,Hearing of Alia Muhammed Baker’s Stroke
63bf7cd728ff38edfcbc523c,Jennifer Perrine,Death,A Theory of Violence
63bf7cd728ff38edfcbc523d,David Tomas Martinez,Death,from Forgetting Willie James Jones
63bf7cd728ff38edfcbc523e,Kamilah  Aisha Moon,Death,Notes on a Mass Stranding
63bf7cd728ff38edfcbc523f,Natalie Diaz,Death,Why I Don’t Mention Flowers When Conversations with My Brother Reach Uncomfortable Silences
63bf7cd728ff38edfcbc5240,Fady Joudah,Death,Anonymous Song
63bf7cd728ff38edfcbc5241,Eduardo C. Corral,Death,All the Trees of the Field Shall Clap Their Hands
63bf7cd728ff38edfcbc5242,Tim Seibles,Death,Faith
63bf7cd728ff38edfcbc5243,Tim Seibles,Death,Zombie Blues Villanelle
63bf7cd728ff38edfcbc5244,Zachary Schomburg,Death,The Carousel 
63bf7cd728ff38edfcbc5245,Cynthia Cruz,Death,Erstling
63bf7cd728ff38edfcbc5246,Mai Der  Vang,Death,Yellow Rain
63bf7cd728ff38edfcbc5247,Mai Der  Vang,Death,Water Grave
63bf7cd728ff38edfcbc5248,William Shakespeare,Death,"Macbeth, Act I, Scene VII [If it were done when &#039;tis done]"
63bf7cd728ff38edfcbc5249,William Shakespeare,Death,"Macbeth, Act V, Scene V [She should have died hereafter]"
63bf7cd728ff38edfcbc524a,William Shakespeare,Death,"Poor soul, the centre of my sinful earth (Sonnet 146)"
63bf7cd728ff38edfcbc524b,kari edwards,Death,[the broken pleasure of marching]
63bf7cd728ff38edfcbc524c,Lola Ridge,Death,Electrocution
63bf7cd728ff38edfcbc524d,Frank Stanford,Death,The Forgotten Madmen of Ménilmontant
63bf7cd728ff38edfcbc524e,Malachi Black,Death,from “Bildungsroman”
63bf7cd728ff38edfcbc524f,Jane Hirshfield,Death,February 29
63bf7cd728ff38edfcbc5250,D. A. Powell,Death,Long Night Full Moon
63bf7cd728ff38edfcbc5251,Rachel Eliza Griffiths,Death,Seeing the Body
63bf7cd728ff38edfcbc5252,Alice Notley,Death,The Poem
63bf7cd728ff38edfcbc5253,Ruth Ellen Kocher,Death,Skit: Sun Ra Welcomes the Fallen
63bf7cd728ff38edfcbc5254,Jim Handlin,Death,Remnants
63bf7cd728ff38edfcbc5255,Erika L. Sánchez,Death,Six Months After Contemplating Suicide
63bf7cd728ff38edfcbc5256,Margaret Avison,Death,A Nameless One
63bf7cd728ff38edfcbc5257,Anne Waldman,Death,Continuum
63bf7cd728ff38edfcbc5258,Marilyn Nelson,Death,Conductor
63bf7cd728ff38edfcbc5259,Marilyn Nelson,Death,Little Box
63bf7cd728ff38edfcbc525a,Dean Rader,Death,Alternate Self-Portrait
63bf7cd728ff38edfcbc525b,Jan Freeman,Death,Like a Curtain
63bf7cd728ff38edfcbc525c,Juan Felipe Herrera,Death,Nohemi — a Song for Paris
63bf7cd728ff38edfcbc525d,Anne Waldman,Death,Endtime
63bf7cd728ff38edfcbc525e,James Allen Hall,Death,Out from the Patches of Briars and Blackberries
63bf7cd728ff38edfcbc525f,Harmony Holiday,Death,Microwave Popcorn
63bf7cd728ff38edfcbc5260,Dante Micheaux,Death,The Stripling
63bf7cd728ff38edfcbc5261,Danez Smith,Death,the bullet was a girl
63bf7cd728ff38edfcbc5262,Jennifer Chang,Death,Patsy Cline
63bf7cd728ff38edfcbc5263,Jericho Brown,Death,The Tradition
63bf7cd728ff38edfcbc5264,Paul Laurence Dunbar,Death,Forever
63bf7cd728ff38edfcbc5265,Dorianne Laux,Death,Only as the Day Is Long
63bf7cd728ff38edfcbc5266,Andrea Cohen,Death,More Stones
63bf7cd728ff38edfcbc5267,Emily Fragos,Death,The Sadness of Clothes
63bf7cd728ff38edfcbc5268,David Yezzi,Death,Living Room
63bf7cd728ff38edfcbc5269,Cecilia Llompart,Death,Do Not Speak of the Dead
63bf7cd728ff38edfcbc526a,Laure-Anne Bosselaar,Death,Rooms Remembered
63bf7cd728ff38edfcbc526b,Justin Marks,Death,Mouth Full of Grounds
63bf7cd728ff38edfcbc526c,Justin Marks,Death,"On Happier Lawns, XIX"
63bf7cd728ff38edfcbc526d,Tarfia  Faizullah,Death, The Interviewer Acknowledges Grief 
63bf7cd728ff38edfcbc526e,Terry Wolverton,Death,Poem to the Detroit River
63bf7cd728ff38edfcbc526f,Sjohnna McCray,Death,Death Is a One Night Stand
63bf7cd728ff38edfcbc5270,Zoe Tuck,Death,from Terror Matrix
63bf7cd728ff38edfcbc5271,Nick Flynn,Death,The Incomprehensibility
63bf7cd728ff38edfcbc5272,Melanie Henderson,Death,His Corpse Was Beautiful
63bf7cd728ff38edfcbc5273,Roger Reeves,Death,Brazil
63bf7cd728ff38edfcbc5274,Jack Gilbert,Death,Finding Something (audio only)
63bf7cd728ff38edfcbc5275,Emily Dickinson,Death,If I should die (54)
63bf7cd728ff38edfcbc5276,Robert Louis Stevenson,Death,Consolation
63bf7cd728ff38edfcbc5277,CJ Evans,Death,The dandelions in the moment and then
63bf7cd728ff38edfcbc5278,Thomas  Dooley,Death,I Could Let You Go
63bf7cd728ff38edfcbc5279,Edna St. Vincent Millay,Death,Lament
63bf7cd728ff38edfcbc527a,Matt Rasmussen,Death,Reverse Suicide (audio only)
63bf7cd728ff38edfcbc527b,Matt Rasmussen,Death,After Suicide [2] (audio only)
63bf7cd728ff38edfcbc527c,Hyam Plutzik,Death,My Sister
63bf7cd728ff38edfcbc527d,Jeffrey McDaniel,Death,Jonathan
63bf7cd728ff38edfcbc527e,Marianne Boruch,Death,Before and Every After
63bf7cd728ff38edfcbc527f,Ali Liebegott,Death,Shift #5
63bf7cd728ff38edfcbc5280,Marilyn Chin,Death,from Two Inch Fables
63bf7cd728ff38edfcbc5281,Jennifer Michael Hecht,Death,When They Die We Change Our Minds About Them
63bf7cd728ff38edfcbc5282,Maureen Seaton,Death,Etta’s Elegy
63bf7cd728ff38edfcbc5283,Anne Waldman,Death,Allegorical Baraka
63bf7cd728ff38edfcbc5284,Countee Cullen,Death,I Have a Rendezvous With Life
63bf7cd728ff38edfcbc5285,Sean Frederick Forbes,Death,Cashel Man
63bf7cd728ff38edfcbc5286,Bianca Stone,Death,Making Apple Sauce with My Dead Grandmother
63bf7cd728ff38edfcbc5287,E. Ethelbert Miller,Death,Postcards
63bf7cd728ff38edfcbc5288,Kofi Awoonor,Death,On the Gallows Once
63bf7cd728ff38edfcbc5289,Kamilah  Aisha Moon,Death,Imagine 
63bf7cd728ff38edfcbc528a,Norman Dubie,Death,For Transtromer
63bf7cd728ff38edfcbc528b,Daniel Tobin,Death,"Corpse Flower, Luna Moth"
63bf7cd728ff38edfcbc528c,Robert Fitzgerald,Death,Souls Lake
63bf7cd728ff38edfcbc528d,Lizette Woodworth Reese,Death,Telling the Bees
63bf7cd728ff38edfcbc528e,Matt Rasmussen,Death,After Suicide (audio only)
63bf7cd728ff38edfcbc528f,Jason Schneiderman,Death,sugar is smoking
63bf7cd728ff38edfcbc5290,Kathleen Ossip,Death,“I’m afraid of death”
63bf7cd728ff38edfcbc5291,Margo Berdeshevsky,Death,Dusk
63bf7cd728ff38edfcbc5292,Joe Brainard,Death,Life
63bf7cd728ff38edfcbc5293,April Bernard,Death,Tis Late
63bf7cd728ff38edfcbc5294,Cate Marvin,Death,Oracle
63bf7cd728ff38edfcbc5295,Li-Young Lee,Death,Eating Together
63bf7cd728ff38edfcbc5296,George Gordon Byron,Death,Lines Inscribed Upon a Cup Formed from a Skull
63bf7cd728ff38edfcbc5297,Thom Donovan,Death,Does the Document Promise?
63bf7cd728ff38edfcbc5298,Ezra Pound,Death,Coda
63bf7cd728ff38edfcbc5299,David Wojahn,Death,Another Epistle to Frank O&#039;Hara
63bf7cd728ff38edfcbc529a,Walt Whitman,Death,Out of the Rolling Ocean the Crowd
63bf7cd728ff38edfcbc529b,Donald Revell,Death,Gihon
63bf7cd728ff38edfcbc529c,Tom Sleigh,Death,Stone God and Goddess in an Ark
63bf7cd728ff38edfcbc529d,Amelia Rosselli,Death,Poem Dedicated to Spatola
63bf7cd728ff38edfcbc529e,Matt Rasmussen,Death,Elegy in X Parts [My foreshadow stretches]
63bf7cd728ff38edfcbc529f,Matt Rasmussen,Death,"Elegy in X Parts [Kafka said, A book]"
63bf7cd728ff38edfcbc52a0,Patrick Donnelly,Death,Paradise on Black Ice
63bf7cd728ff38edfcbc52a1,Quincy Troupe,Death,Errancities
63bf7cd728ff38edfcbc52a2,CAConrad,Death,(Soma)tic 1: Anoint Thyself
63bf7cd728ff38edfcbc52a3,Farrah Field,Death,Amy Check On My Square Inch of Land
63bf7cd728ff38edfcbc52a4,Carol Guess,Death,Scryer&#039;s Bridge
63bf7cd728ff38edfcbc52a5,André  Breton,Death,The Forest in the Axe
63bf7cd728ff38edfcbc52a6,Heather Christle,Death,My Pentagon
63bf7cd728ff38edfcbc52a7,Anne Marie Macari,Death,The Changing Coat
63bf7cd728ff38edfcbc52a8,Mary Elizabeth Coleridge,Death,The Witch
63bf7cd728ff38edfcbc52a9,Edgar Allan Poe,Death,An Acrostic
63bf7cd728ff38edfcbc52aa,Anna Moschovakis,Death,Death as a Way of Life [It began:]
63bf7cd728ff38edfcbc52ab,Anna Moschovakis,Death,"Death as a Way of Life [We wonder at our shifting capacities, keep]"
63bf7cd728ff38edfcbc52ac,Matthew Zapruder,Death,Poem for Jack Spicer
63bf7cd728ff38edfcbc52ad,Judith Baumel,Death,I Too Was Loved By Daphne
63bf7cd728ff38edfcbc52ae,Anonymous,Death,Adam Lay Ibounden
63bf7cd728ff38edfcbc52af,William Dunbar,Death,Lament for the Makaris
63bf7cd728ff38edfcbc52b0,Tada Chimako,Death,From a Woman of a Distant Land
63bf7cd728ff38edfcbc52b1,Geoffrey G. O&#039;Brien,Death,Vague Cadence
63bf7cd728ff38edfcbc52b2,Joseph Harrington,Death,Things Come On: An Amneoir [my mother lives under the ground]
63bf7cd728ff38edfcbc52b3,Cynthia Zarin,Death,Birch
63bf7cd728ff38edfcbc52b4,William Carlos Williams,Death,"Spring and All, XIV"
63bf7cd728ff38edfcbc52b5,John Haines,Death,Fairbanks Under the Solstice
63bf7cd728ff38edfcbc52b6,Randall Mann,Death,September Elegies
63bf7cd728ff38edfcbc52b7,Danielle Pafunda,Death,The Dead Girls Speak in Unison
63bf7cd728ff38edfcbc52b8,Bhanu Kapil,Death,Humanimal [I want to make a dark mirror out of writing]
63bf7cd728ff38edfcbc52b9,Ana Božičević,Death,"Death, Is All"
63bf7cd728ff38edfcbc52ba,Terese Svoboda,Death,Body Mostly Flown
63bf7cd728ff38edfcbc52bb,Catie Rosemurgy,Death,Winter in Gold River
63bf7cd728ff38edfcbc52bc,Lyrae Van Clief-Stefanon,Death,RR Lyrae: Matter
63bf7cd728ff38edfcbc52bd,Jean Valentine,Death,Father Lynch Returns from the Dead
63bf7cd728ff38edfcbc52be,Peter Makuck,Death,Release
63bf7cd728ff38edfcbc52bf,Aleksandar Ristovic,Death,About Death and Other Things
63bf7cd728ff38edfcbc52c0,Rusty Morrison,Death,please advise stop [I might travel his death a creaking and swaying beneath me stop]
63bf7cd728ff38edfcbc52c1,Rusty Morrison,Death,please advise stop [my father&#039;s dying makes stairs of every line of text seeming neither to go up or down stop]
63bf7cd728ff38edfcbc52c2,Jericho Brown,Death,Another Elegy
63bf7cd728ff38edfcbc52c3,Sor Juana Inés de la Cruz,Death,Since I’m Condemned
63bf7cd728ff38edfcbc52c4,Adriano Spatola,Death,Alamogordo 1945
63bf7cd728ff38edfcbc52c5,Luis Cernuda,Death,"Once More, with Feeling"
63bf7cd728ff38edfcbc52c6,Carl Adamshick,Death,Benevolence
63bf7cd728ff38edfcbc52c7,Gabrielle Calvocoressi,Death,Graves We Filled Before the Fire
63bf7cd728ff38edfcbc52c8,Edith Matilda Thomas,Death,Winter Sleep
63bf7cd728ff38edfcbc52c9,Henri Cole,Death,Poppies
63bf7cd728ff38edfcbc52ca,Hortense King Flexner,Death,"All Souls&#039; Night, 1917"
63bf7cd728ff38edfcbc52cb,Henry Thomas Liddell,Death,The Vampire Bride [I am come-I am come!]
63bf7cd728ff38edfcbc52cc,Hortense King Flexner,Death,"All Souls&#039; Night, 1917"
63bf7cd728ff38edfcbc52cd,Thomas Hardy,Death,During Wind and Rain
63bf7cd728ff38edfcbc52ce,Jean Valentine,Death,The Branches
63bf7cd728ff38edfcbc52cf,Stephen Vincent Benét,Death,John Brown&#039;s Body [There were three stout pillars that held up all]
63bf7cd728ff38edfcbc52d0,Marvin Bell,Death,The Book of the Dead Man (Nothing)
63bf7cd728ff38edfcbc52d1,Marvin Bell,Death,The Book of the Dead Man (Your Hands)
63bf7cd728ff38edfcbc52d2,Marvin Bell,Death,The Book of the Dead Man (The Foundry)
63bf7cd728ff38edfcbc52d3,Marvin Bell,Death,The Book of the Dead Man (Fungi)
63bf7cd728ff38edfcbc52d4,Judith Beveridge,Death,The Shark
63bf7cd728ff38edfcbc52d5,Ernest Hilbert,Death,Ashore
63bf7cd728ff38edfcbc52d6,Jamey Dunham,Death,The Ripple Effect
63bf7cd728ff38edfcbc52d7,Dennis Hinrichsen,Death,Lion and Gin
63bf7cd728ff38edfcbc52d8,Frances Richey,Death,Letters
63bf7cd728ff38edfcbc52d9,Akilah Oliver,Death,In Aporia
63bf7cd728ff38edfcbc52da,Katerina Anghelaki-Rooke,Death,The Body Is the Victory and the Defeat of Dreams
63bf7cd728ff38edfcbc52db,Kathleen Sheeder Bonanno,Death,Death Barged In
63bf7cd728ff38edfcbc52dc,Paul Guest,Death,User&#039;s Guide to Physical Debilitation
63bf7cd728ff38edfcbc52dd,Cecily Parks,Death,I Lost My Horse
63bf7cd728ff38edfcbc52de,Ron Padgett,Death,Poet as Immortal Bird
63bf7cd728ff38edfcbc52df,Jessie Redmon Fauset,Death,La Vie C’est La Vie
63bf7cd728ff38edfcbc52e0,"Alfred, Lord Tennyson",Death,Crossing the Bar
63bf7cd728ff38edfcbc52e1,Walt Whitman,Death,So Long!
63bf7cd728ff38edfcbc52e2,Malena Mörling,Death,Traveling
63bf7cd728ff38edfcbc52e3,Robert Frost,Death,Home Burial
63bf7cd728ff38edfcbc52e4,Stanley Kunitz,Death,The Portrait
63bf7cd728ff38edfcbc52e5,Robert Lowell,Death,History
63bf7cd728ff38edfcbc52e6,Anne Sexton,Death,Wanting to Die
63bf7cd728ff38edfcbc52e7,Gerald Stern,Death,My Sister&#039;s Funeral
63bf7cd728ff38edfcbc52e8,Lam Thi My Da,Death,Bomb Crater Sky
63bf7cd728ff38edfcbc52e9,César Vallejo,Death,To My Brother Miguel in Memoriam
63bf7cd728ff38edfcbc52ea,Yuko Taniguchi,Death,Foreign Wife Elegy
63bf7cd728ff38edfcbc52eb,Thom Gunn,Death,Death&#039;s Door (audio only)
63bf7cd728ff38edfcbc52ec,May Swenson,Death,That the Soul May Wax Plump
63bf7cd728ff38edfcbc52ed,C. K. Williams,Death,The Covenant (audio only)
63bf7cd728ff38edfcbc52ee,T. S. Eliot,Death,La Figlia Che Piange
63bf7cd728ff38edfcbc52ef,Anna Akhmatova,Death,In Memory of M. B.
63bf7cd728ff38edfcbc52f0,César Vallejo,Death,Black Stone Lying On A White Stone
63bf7cd728ff38edfcbc52f1,Li-Young Lee,Death,The Cleaving
63bf7cd728ff38edfcbc52f2,Federico García Lorca,Death,Gacela of the Dark Death
63bf7cd728ff38edfcbc52f3,Pablo Neruda,Death,Nothing But Death
63bf7cd728ff38edfcbc52f4,Stevie Smith,Death,Not Waving but Drowning
63bf7cd728ff38edfcbc52f5,Lynn Emanuel,Death,The Burial
63bf7cd728ff38edfcbc52f6,Paul Laurence Dunbar,Religion,Christmas Carol
63bf7cd728ff38edfcbc52f7,Jessica Jacobs,Religion,Aliyah
63bf7cd728ff38edfcbc52f8,Jessica Jacobs,Religion,"Sing, O Barren One, Who Did Not Bear a Child"
63bf7cd728ff38edfcbc52f9,Brandon Som,Religion,Resistors
63bf7cd728ff38edfcbc52fa,Emily Pauline Johnson,Religion,A Prodigal 
63bf7cd728ff38edfcbc52fb,Emily Pauline Johnson,Religion,Easter
63bf7cd728ff38edfcbc52fc,Chip Livingston,Religion,There Is No San Lenín
63bf7cd728ff38edfcbc52fd,Alfonso Guillén Zelaya,Religion,"Lord, I Ask a Garden . . ."
63bf7cd728ff38edfcbc52fe,Diwaldo Salom,Religion,I Know Not
63bf7cd728ff38edfcbc52ff,Najwan Darwish,Religion,Near the Shrine of Saint Naum
63bf7cd728ff38edfcbc5300,Lope de Vega,Religion,Tomorrow
63bf7cd728ff38edfcbc5301,John II of Castile,Religion,Canción
63bf7cd728ff38edfcbc5302,Gabriela Mistral,Religion,Ecstasy
63bf7cd728ff38edfcbc5303,Samira Negrouche,Religion,Anna
63bf7cd728ff38edfcbc5304,Katy Didden,Religion,Ore Choir: The Priest Questions the Lava
63bf7cd728ff38edfcbc5305,John Wieners,Religion,The blind see only this world / (A Christmas Card 
63bf7cd728ff38edfcbc5306,Benjamin Brawley,Religion,My Hero
63bf7cd728ff38edfcbc5307,B. K. Fischer,Religion,Virgin
63bf7cd728ff38edfcbc5308,B. K. Fischer,Religion,(Predestination)
63bf7cd728ff38edfcbc5309,Waverley Turner Carmichael,Religion,"Keep Me, Jesus, Keep Me"
63bf7cd728ff38edfcbc530a,Julia B. Levine,Religion,The Lives of the Saints
63bf7cd728ff38edfcbc530b,Alex Rogers,Religion,Why Adam Sinned
63bf7cd728ff38edfcbc530c,Joseph Seamon Cotter Jr.,Religion,And What Shall You Say?
63bf7cd728ff38edfcbc530d,Joseph Seamon Cotter Jr.,Religion,The Band of Gideon
63bf7cd728ff38edfcbc530e,Jessie Redmon Fauset,Religion,Christmas Eve in France
63bf7cd728ff38edfcbc530f,Cyrus Cassells,Religion,Ready! Aim! Fire!
63bf7cd728ff38edfcbc5310,Countee Cullen,Religion,Yet Do I Marvel
63bf7cd728ff38edfcbc5311,Edward Smyth Jones,Religion,A Song of Thanks
63bf7cd728ff38edfcbc5312,Arna Bontemps,Religion,Nocturne at Bethesda
63bf7cd728ff38edfcbc5313,Arna Bontemps,Religion,God Give to Men
63bf7cd728ff38edfcbc5314,Waring Cuney,Religion,Conception
63bf7cd728ff38edfcbc5315,Waring Cuney,Religion,Troubled Jesus
63bf7cd728ff38edfcbc5316,Waring Cuney,Religion,Crucifixion
63bf7cd728ff38edfcbc5317,Elsa Gidlow,Religion,World Cry
63bf7cd728ff38edfcbc5318,Fenton Johnson,Religion,Lines from “The Vision of Lazarus”
63bf7cd728ff38edfcbc5319,Fenton Johnson,Religion,The New Day
63bf7cd728ff38edfcbc531a,John Wesley Holloway,Religion,Black Mammies
63bf7cd728ff38edfcbc531b,James Weldon Johnson,Religion,Brothers
63bf7cd728ff38edfcbc531c,James Weldon Johnson,Religion,O Black and Unknown Bards
63bf7cd728ff38edfcbc531d,Alain Mabanckou,Religion,from “When the Rooster Announces the Dawn of Another Day”
63bf7cd728ff38edfcbc531e,William Stanley Braithwaite,Religion,Sic Vita
63bf7cd728ff38edfcbc531f,Bob Kaufman,Religion,Abomunist Manifesto 
63bf7cd728ff38edfcbc5320,George Marion McClellan,Religion,The Feet of Judas
63bf7cd728ff38edfcbc5321,W. E. B. Du Bois,Religion,A Litany Of Atlanta 
63bf7cd728ff38edfcbc5322,William Moore,Religion,It Was Not Fate
63bf7cd728ff38edfcbc5323,James Edwin Campbell,Religion,When Ol’ Sis’ Judy Pray
63bf7cd728ff38edfcbc5324,Ameen Rihani,Religion,Constantinople
63bf7cd728ff38edfcbc5325,Ameen Rihani,Religion,The End and the Beginning
63bf7cd728ff38edfcbc5326,Ameen Rihani,Religion,From the Arabic 
63bf7cd728ff38edfcbc5327,Ameen Rihani,Religion,The Lost Disciple 
63bf7cd728ff38edfcbc5328,Ameen Rihani,Religion,The Song of Rain
63bf7cd728ff38edfcbc5329,Ameen Rihani,Religion,Prayer in the Desert
63bf7cd728ff38edfcbc532a,Jamil B. Holway,Religion,Satan
63bf7cd728ff38edfcbc532b,Ameen Rihani,Religion,A Chant Of Mystics 
63bf7cd728ff38edfcbc532c,Ameen Rihani,Religion,The Fugitive 
63bf7cd728ff38edfcbc532d,Ameen Rihani,Religion,The Sufi 
63bf7cd728ff38edfcbc532e,Ameen Rihani,Religion,Badruddin 
63bf7cd728ff38edfcbc532f,Ameen Rihani,Religion,Allah Wa Ana 
63bf7cd728ff38edfcbc5330,Paul Laurence Dunbar,Religion,Hymn
63bf7cd728ff38edfcbc5331,Ameen Rihani,Religion,Unadorned 
63bf7cd728ff38edfcbc5332,Ameen Rihani,Religion,The God Of My Goddess
63bf7cd728ff38edfcbc5333,Paul Laurence Dunbar,Religion,Discovered
63bf7cd728ff38edfcbc5334,Paul Laurence Dunbar,Religion,Religion
63bf7cd728ff38edfcbc5335,Paul Laurence Dunbar,Religion,To Louise
63bf7cd728ff38edfcbc5336,Cornelius Eady,Religion,God Could Not Make Her a Poet
63bf7cd728ff38edfcbc5337,Joel Dias-Porter,Religion,Three Wrong Notes
63bf7cd728ff38edfcbc5338,Paul Laurence Dunbar,Religion,An Ante-Bellum Sermon
63bf7cd728ff38edfcbc5339,Jennifer Martelli,Religion,Corinthians 13:11
63bf7cd728ff38edfcbc533a,Paul Laurence Dunbar,Religion,A Prayer
63bf7cd728ff38edfcbc533b,Adélia Prado,Religion,Weather Forecast
63bf7cd728ff38edfcbc533c,Philip Metres,Religion,We Are All God’s Poems
63bf7cd728ff38edfcbc533d,Marcelo Hernandez Castillo,Religion,Wetback
63bf7cd728ff38edfcbc533e,Naomi Shihab Nye,Religion,And That Mysterious Word Holy
63bf7cd728ff38edfcbc533f,Max Garland,Religion,In the Meantime
63bf7cd728ff38edfcbc5340,Kwame Dawes,Religion,Eat
63bf7cd728ff38edfcbc5341,Shivanee Ramlochan,Religion,Witch Hindu 
63bf7cd728ff38edfcbc5342,francine j. harris,Religion,"Burden, old story."
63bf7cd728ff38edfcbc5343,Carolina Ebeid,Religion,Silueta of Crushed Lipstick and Mum Petals
63bf7cd728ff38edfcbc5344,Barbara Jane Reyes,Religion,Brown Girl Creed
63bf7cd728ff38edfcbc5345,Darius Atefat-Peckham,Religion,Confessional to Famous Iranian Pop Singer Dariush
63bf7cd728ff38edfcbc5346,Countee Cullen,Religion,Bread and Wine
63bf7cd728ff38edfcbc5347,Countee Cullen,Religion,Sacrament 
63bf7cd728ff38edfcbc5348,Countee Cullen,Religion,"Oh, for a Little While Be Kind"
63bf7cd728ff38edfcbc5349,Countee Cullen,Religion,All the Dead 
63bf7cd728ff38edfcbc534a,Countee Cullen,Religion,For a Preacher
63bf7cd728ff38edfcbc534b,Countee Cullen,Religion,For a Wanton
63bf7cd728ff38edfcbc534c,Countee Cullen,Religion,For an Unsuccessful Sinner 
63bf7cd728ff38edfcbc534d,Countee Cullen,Religion,For a Mouthy Woman
63bf7cd728ff38edfcbc534e,George Abraham,Religion,Searching for a Palestinian Necropastoral (Eve)
63bf7cd728ff38edfcbc534f,Andrea “Vocab” Sanderson,Religion,Nigra Sum
63bf7cd728ff38edfcbc5350,Leslie Contreras Schwartz,Religion,Cathedral
63bf7cd728ff38edfcbc5351,Precious Okoyomon,Religion,The animal that is most vulnerable is usually the most cruel / It is impossible to separate it from what it remembers
63bf7cd728ff38edfcbc5352,Kemi Alabi,Religion,Voice Clear As
63bf7cd728ff38edfcbc5353,Countee Cullen,Religion,For an Atheist
63bf7cd728ff38edfcbc5354,Diana Marie Delgado,Religion,Grandpa
63bf7cd728ff38edfcbc5355,Countee Cullen,Religion,She of the Dancing Feet Sings 
63bf7cd728ff38edfcbc5356,Claude McKay,Religion,Russian Cathedral 
63bf7cd728ff38edfcbc5357,Linda Gregerson,Religion,When Nothing But Tree
63bf7cd728ff38edfcbc5358,Countee Cullen,Religion,The Shroud of Color
63bf7cd728ff38edfcbc5359,Countee Cullen,Religion,Pagan Prayer
63bf7cd728ff38edfcbc535a,Countee Cullen,Religion,Simon the Cyrenian Speaks
